Name,Points,Year,Position,Number,School,YDS,TDS
Colin Meester,0.0,JR,QB/DB,#12,Dike-New Hartford,0,0
Lucas Boucher,0.0,JR,RB/DB,#3,Boone,0,0
Austin Williams,0.0,SR,RB/LB,#20,CAM,0,0
Jayden Butler,0.0,JR,TE/DE,#22,Janesville,0,0
Noah Noland,0.0,JR,RB/LB,#3,Carlisle,0,0
Isaac Burlage,0.0,JR,LB/RB,#21,Beckman Catholic,0,0
Sir Brandon Watts,0.0,SR,CB/RB,#3,Bishop Heelan,0,0
Justice Frerk,0.0,SR,QB/DE,#16,South O'Brien,0,0
Noah Schimberg,0.0,SR,RB/DB,#22,Xavier,0,0
Ronan Thomas,0.0,SR,QB/DB,#10,Xavier,0,0
Kael Dewey,0.0,SO,RB/DB,#32,Waverly-Shell Rock,0,0
Parker Zima,0.0,SR,FB/LB,#34,West Monona,0,0
William Ditsworth,0.0,JR,RB/LB,#23,Spirit Lake,0,0
Jace Fadden,0.0,JR,RB/LB,#11,Des Moines Christian,0,0
Laytin Koch,0.0,SR,QB/DB,#1,Akron-Westfield,0,0
Angel Martinez,0.0,SR,RB/LB,#45,Muscatine,0,0
Jordan Foster,0.0,SR,QB/DB,#2,Charles City,0,0
Austin Waller,0.0,JR,QB,#11,Linn-Mar,0,0
Ben Backes,0.0,JR,LB/RB,#38,Cedar Falls,0,0
Keagan Lee,0.0,SO,QB/DB,#17,Easton Valley,0,0
Jackson Verschoor,0.0,FR,RB/LB,#20,Woodbury Central,0,0
Miles Carpenter,0.0,FR,RB/LB,#21,Nashua-Plainfield,0,0
Elliott Ward,0.0,SR,RB/LB,#1,Sidney,0,0
Austin Lack,0.0,SR,WR/DB,#3,East Union,0,0
Drake Geith,0.0,JR,RB/LB,#13,Logan-Magnolia,0,0
Toby Kesten,0.0,SR,WR/S,#2,Newman Catholic,0,0
Gabe Lewerke,0.0,SR,RB/LB,#33,Newman Catholic,0,0
Gage Petersen,0.0,JR,RB/LB,#6,Newman Catholic,0,0
Luke Beenblossom,0.0,SR,WR/DB,#2,Washington,0,0
Alex Hansen,0.0,JR,RB/LB,#22,Exira-EHK,0,0
Trystin Russell,0.0,SR,QB/DB,#5,East Buchanan,0,0
Chase Ragaller,0.0,SR,WR/LB,#34,Carroll,0,0
Ethan Gayken,0.0,SO,RB/LB,#28,West Hancock,0,0
Mitchell Smith,0.0,SR,QB/LB,#15,West Hancock,0,0
Juan Alvarado,0.0,SR,WR/LB,#10,Cascade,0,0
Austin Larson,0.0,JR,RB/DB,#28,Lynnville-Sully,0,0
Ayden Wiebers,0.0,JR,QB/LB,#6,Clinton,0,0
Dominic Aljets,0.0,SR,DB/WR,#19,Pocahontas Area,0,0
Caleb Simington,0.0,JR,QB/DB,#5,Okoboji,0,0
Deshon Anderson,0.0,SO,RB/LB,#32,English Valleys,0,0
Garrison Byrnes,0.0,JR,RB/DB,#21,Waukon,0,0
Cory Jones,0.0,SR,QB/DB,#9,Central Lee,0,0
Grant Myhre,0.0,SR,RB/CB,#4,Central Lee,0,0
Peyton Gunn,0.0,SO,WR/DB,#33,Cherokee Washington,0,0
Wyatt Leonard,0.0,SO,RB/LB,#21,Lenox,0,0
Rafe Butherus,0.0,SR,FB/LB,#33,Burlington,0,0
Dimitri Donald,0.0,SR,RB/LB,#27,Burlington,0,0
Kohl Lair,0.0,SO,FB/LB,#3,Burlington,0,0
Braxton Davis,0.0,JR,WR/DB,#9,Twin Cedars,0,0
Lucas Heilman,0.0,SO,RB/LB,#42,Ridge View,0,0
Maddox Pattison,0.0,SO,QB/DB,#16,Oelwein,0,0
Owen Rule,0.0,SO,RB/LB,#7,Pleasantville,0,0
Caden Oswald,0.0,FR,RB/DB,#6,Coon Rapids-Bayard,0,0
JD Morrical,0.0,FR,QB/DB,#10,Clarion-Goldfield-Dows,0,0
Titus Hamer,0.0,SO,RB/S,#33,Nodaway Valley,0,0
Caleb Urban,0.0,JR,WR/CB,#3,East Mills,0,0
Brody Koski,0.0,FR,QB/LB,#7,Boyer Valley,0,0
Jude Gibson,0.0,SO,WR/DB,#2,Ballard,0,0
Dalten Aldrich,0.0,JR,DL/RB,#22,Waterloo West,0,0
Bo Koedam,0.0,JR,SL/S,#3,Sergeant Bluff-Luton,0,0
Nick Price,0.0,SR,TE/LB,#7,Chariton,0,0
Maddox Jondle,0.0,JR,QB/LB,#11,Lone Tree,0,0
Jathan South,0.0,JR,QB/DB,#3,ACGC,0,0
Brody Cashman,0.0,JR,WR/LB,#25,Fort Madison,0,0
Cohen Wolford,0.0,FR,RB/LB,#22,Wapello,0,0
Josh Winey,0.0,SO,RB/LB,#10,Earlham,0,0
Kyler White,0.0,JR,RB/DB,#8,North Fayette Valley,0,0
Jaxson McIntire,0.0,FR,QB/S,#1,Clear Lake,0,0
Lucas Christian,0.0,JR,WR/S,#18,Glidden-Ralston,0,0
Ethan Thimmes,0.0,SR,RB/LB,#42,North Cedar,0,0
Vince Diers,0.0,JR,QB/DB,#10,Anamosa,0,0
Colton Cox,0.0,FR,RB/DB,#33,Melcher-Dallas,0,0
Hunter DeGard,0.0,FR,OG/DE,#24,Melcher-Dallas,0,0
Colin Bird,0.0,JR,RB/LB,#29,Hampton-Dumont-CAL,0,0
Savion Miller,0.0,FR,RB/LB,#22,Regina Catholic,0,0
Gaije Carter,0.0,FR,RB/LB,#20,Louisa-Muscatine,0,0
Sedric Lamb,0.0,SO,WR/DB,#2,Louisa-Muscatine,0,0
Treshaun Brooks,0.0,SR,WR/DB,#3,Marshalltown,0,0
Cale Seydel,0.0,SR,WR/DB,#3,West Branch,0,0
Auron Marsh,0.0,SR,RB/DB,#45,West Branch,0,0
Evan Lorenzen,0.0,JR,RB/DB,#22,Northwood-Kensett,0,0
Jesse Myhr,0.0,JR,FB/DE,#8,Moravia,0,0
Tanner Anderson,0.0,JR,QB/LB,#7,Western Dubuque,0,0
Brady Babel,0.0,FR,RB/CB,#9,Newell-Fonda,0,0
Drake Lambertson,0.0,JR,RB,#28,Waukee,0,0
Korbyn Maxwell,0.0,JR,RB/DB,#8,Interstate 35,0,0
Kayne Julius,0.0,JR,QB/DB,#6,Sibley-Ocheyedan,0,0
Camden Stephens,0.0,SR,WR/DB,#2,Gilbert,0,0
Emmanuel Diers,0.0,SO,RB/DB,#24,Pella,0,0
Kenny Ness,0.0,SO,LB/WR,#6,GTRA,0,0
Jack Angell,0.0,SO,QB/DB,#18,Colo-Nesco,0,0
Mark Bower,0.0,JR,RB/DB,#25,Colo-Nesco,0,0
Landon Gjerde,0.0,SO,RB/LB,#1,Colo-Nesco,0,0
Gannon Short,0.0,JR,RB/DB,#11,Colo-Nesco,0,0
AC Roller,0.0,JR,FB/LB,#22,Riverside,0,0
Hunter Curley,0.0,SO,RB/LB,#24,Wapsie Valley,0,0
Darius Rouson,0.0,SR,RB/DB,#5,Marion,0,0
Gavin Newcomb,0.0,SR,RB/DB,#33,AHSTW,0,0
Joe Ortega,0.0,SR,RB/LB,#10,Davenport Central,0,0
Garret Wirtz,0.0,SR,RB/LB,#2,Spencer,0,0
Kamden Young,0.0,SO,RB/LB,#24,Spencer,0,0
Chase McFarlane,0.0,SO,RB/LB,#16,Lisbon,0,0
Lucas Konczal,0.0,JR,LB,#11,Fairfield,0,0
Nick Upah,0.0,SO,LB/WR,#8,South Tama,0,0
Eli Miller,0.0,SR,RB/LB,#7,Winfield-Mt Union,0,0
Owen Bral,0.0,JR,QB/LB,#3,Iowa Valley,0,0
Dane Smith,0.0,FR,RB/DB,#10,Iowa Valley,0,0
Lane Kenny,0.0,SR,QB/DB,#3,Ames,0,0
Brayden Moore,0.0,SR,RB/LB,#25,Solon,0,0
Nick Regan,0.0,SR,WR/DB,#14,Iowa Falls-Alden,0,0
Makade Paulsen,0.0,JR,QB/DB,#3,CAM,0,0
Aaron Guerrero,0.0,SR,WR/DB,#13,Des Moines Lincoln,0,0
Tanner Ostwinkle,0.0,JR,TE/DL,#30,Beckman Catholic,0,0
Oliver Longerbeam,0.0,SO,QB/DB,#2,Springville,0,0
Jace March,0.0,FR,RB/CB,#3,Springville,0,0
Ben Pospisil,0.0,SR,RB/LB,#38,Mount Vernon,0,0
Mason Maschmann,0.0,SR,RB/LB,#11,BGM,0,0
Brady Quinn,0.0,SR,RB/DB,#36,Xavier,0,0
Benny Ramker,0.0,SR,RB/DB,#3,Waverly-Shell Rock,0,0
Laken Bellis,0.0,SR,RB/LB,#21,West Monona,0,0
Dylan Brumm,0.0,JR,RB/DB,#32,Saint Ansgar,0,0
Izaak Hollingsworth,0.0,JR,FB/LB,#40,South Hardin,0,0
Brody Lager,0.0,SR,QB/S,#4,Missouri Valley,0,0
Caden Lundt,0.0,JR,QB/DB,#8,Spirit Lake,0,0
Charlie Veit,0.0,SR,RB/DB,#11,East Sac County,0,0
Allen Miller,0.0,SR,FB/DL,#45,Williamsburg,0,0
Grady Wetjen,0.0,SO,RB/LB,#24,Williamsburg,0,0
Alex Bramow,0.0,JR,WR/DB,#2,Vinton-Shellsburg,0,0
Tyree Alons,0.0,JR,RB,#33,Linn-Mar,0,0
Brighton Glaspie,0.0,SR,RB,#25,Linn-Mar,0,0
Taylor Kinney,0.0,JR,QB,#10,ADM,0,0
Jaden Bauer,0.0,JR,QB/S,#12,Danville,0,0
Titus Svoboda,0.0,SR,RB/DE,#13,Danville,0,0
Jack Witte,0.0,SR,RB/S,#25,Center Point-Urbana,0,0
Aiden Novoa,0.0,JR,RB/LB,#38,Center Point-Urbana,0,0
Morgan Cooley,0.0,SO,OL/DL,#42,East Union,0,0
Sam DeMeulenaere,0.0,JR,E/LB,#12,Belle Plaine,0,0
Bryce Brabham,0.0,SO,RB/DB,#9,Exira-EHK,0,0
Kade Spotts,0.0,SO,QB/LB,#6,OABCIG,0,0
Jaxx Dejean,0.0,FR,WR/S,#2,OABCIG,0,0
Landon Osberg,0.0,SR,WR/CB,#7,West Central Valley,0,0
Tod Dawes,0.0,JR,DB/WR,#2,East Buchanan,0,0
Coltyn Torres,0.0,SR,RB/DB,#13,East Buchanan,0,0
Jayden Erpelding,0.0,SR,RB/DB,#6,Algona,0,0
Porter Reffer,0.0,SR,WR/DB,#11,Algona,0,0
Andrew Kolsrud,0.0,SR,WR/CB,#16,Kee,0,0
Tanner Troendle,0.0,FR,RB/DB,#23,Kee,0,0
Mike Trott,0.0,JR,FB/LB,#24,South Central Calhoun,0,0
Keaton Brammer,0.0,FR,WR/CB,#14,Murray,0,0
Keegan Chew,0.0,FR,QB/S,#7,Murray,0,0
Makoa Kaleponi,0.0,FR,RB/DB,#22,Centerville,0,0
Landon Greufe,0.0,SR,RB/CB,#24,South Hamilton,0,0
Ashton Williams,0.0,JR,RB/LB,#3,South Hamilton,0,0
Carter Smith,0.0,JR,LB/RB,#33,Carroll,0,0
Christian Taylor,0.0,SR,RB/DB,#10,Carroll,0,0
Jared Mohr,0.0,SO,QB/LB,#14,Carroll,0,0
Calvin White,0.0,SR,LB/RB,#35,Cedar Rapids Kennedy,0,0
Jadrian Naab,0.0,SO,QB/DB,#6,Des Moines North,0,0
Bradlee Grantz,0.0,SR,RB/DB,#23,Southwest Valley,0,0
Isaac Currin,0.0,SR,RB/LB,#31,Southwest Valley,0,0
Brady Bixel,0.0,JR,RB/LB,#26,West Hancock,0,0
Creighton Kelly,0.0,JR,RB/LB,#36,West Hancock,0,0
Kellen Smith,0.0,SR,RB/LB,#43,West Hancock,0,0
Teague Smith,0.0,SO,RB/CB,#4,West Hancock,0,0
Lucas Sieck,0.0,SR,QB/DB,#12,Lynnville-Sully,0,0
Gavin Fisk,0.0,FR,RB/LB,#17,Lynnville-Sully,0,0
Joe Salmon,0.0,SR,WR/DB,#22,Okoboji,0,0
Aaron Honore,0.0,SO,RB/DB,#32,Iowa City West,0,0
Jack O'Neill,0.0,SR,RB/CB,#5,Waukon,0,0
Landan Lowenberg,0.0,SR,RB/DB,#2,Central Lee,0,0
Peter Seyb,0.0,SO,RB/LB,#21,Central Lee,0,0
Wyatt Johnson,0.0,JR,RB/LB,#12,Cherokee Washington,0,0
Kolben Robinson,0.0,SO,TE/LB,#25,Lenox,0,0
Cam Horn,0.0,SR,RB/DB,#14,Burlington,0,0
Javion Watts,0.0,SO,RB/CB,#20,Burlington,0,0
Gavin Clark,0.0,SO,RB/LB,#25,Twin Cedars,0,0
Holden Roberts,0.0,SO,TE/DE,#13,Twin Cedars,0,0
Bode Wyman,0.0,JR,QB/CB,#8,Griswold,0,0
Brady Clark,0.0,JR,SL/S,#10,Sigourney Keota,0,0
Ike Molyneux,0.0,FR,RB/LB,#8,Sigourney Keota,0,0
Gavin Sleezer,0.0,JR,RB/LB,#11,Alta-Aurelia,0,0
Parker Cox,0.0,JR,RB/LB,#44,Forest City,0,0
Tate Thompson,0.0,SR,RB/CB,#1,Winterset,0,0
Landen Whitaker,0.0,SO,QB/DB,#7,Oelwein,0,0
Preston Longchaya,0.0,SR,RB/DL,#31,Glenwood,0,0
Garret Fitch,0.0,SO,QB/LB,#1,Tipton,0,0
Everett Giese,0.0,SO,WR/DB,#22,Tipton,0,0
Ian Spangler,0.0,SR,QB/DB,#5,Tipton,0,0
Dalton Martin,0.0,SO,OL/DL,#40,Collins-Maxwell,0,0
Reed Oswalt,0.0,SO,WR/DB,#24,Collins-Maxwell,0,0
BRYCE KAVITZ,0.0,SR,RB/LB,#9,Prairie,0,0
Malik Skala,0.0,SR,FB/LB,#40,Prairie,0,0
Ethan Bauer,0.0,SO,RB/DB,#4,Coon Rapids-Bayard,0,0
Kolby Heemskerk,0.0,SO,RB/DB,#23,Western Christian,0,0
Bradley Gebbie,0.0,SR,WR/CB,#7,Nodaway Valley,0,0
Dax Kintigh,0.0,SR,RB/LB,#34,Nodaway Valley,0,0
Jackson Embree,0.0,JR,SL/LB,#33,East Mills,0,0
Hudson Clark,0.0,SO,WR/DB,#3,Gladbrook-Reinbeck,0,0
Logan Hamma,0.0,SO,RB/LB,#13,West Burlington,0,0
Hayden Hicks,0.0,FR,TE/LB,#66,Boyer Valley,0,0
Ethan Swehla,0.0,SR,FB/LB,#31,New Hampton,0,0
Brady Dean,0.0,JR,QB/DB,#12,Waterloo West,0,0
Jayden Pham,0.0,JR,RB/LB,#20,Waterloo West,0,0
Elijah Hoyt,0.0,JR,RB/DB,#27,Urbandale,0,0
Maxwell Hartzell,0.0,JR,RB,#34,Urbandale,0,0
Evan Mahoney,0.0,SR,WR/DB,#8,Grinnell,0,0
Jack Schmadeke,0.0,SR,RB/LB,#35,Red Oak,0,0
Logan Dunn,0.0,JR,TE/LB,#30,Sergeant Bluff-Luton,0,0
Gavin Warren,0.0,SO,QB/DB,#4,Sergeant Bluff-Luton,0,0
Kaden Laabs,0.0,SR,RB/LB,#8,North Union,0,0
Dylan Marquart,0.0,JR,QB/DB,#3,Dunkerton,0,0
Colin Snyder,0.0,SO,RB/LB,#24,Dunkerton,0,0
Caleb Volk,0.0,SO,WR/DB,#23,Pella Christian,0,0
Ty Forcht,0.0,SR,RB/DB,#1,Earlham,0,0
Milton Cushion,0.0,FR,RB/DB,#11,West Central,0,0
Santiago De La Cruz,0.0,JR,RB/S,#4,Northeast,0,0
Tate Germann,0.0,JR,RB/CB,#9,North Fayette Valley,0,0
Blake Enke,0.0,JR,SL/S,#17,Clear Lake,0,0
Shane Hostetter,0.0,JR,QB/LB,#11,Colfax-Mingo,0,0
Clayton Rubel,0.0,SR,QB/DB,#10,Emmetsburg,0,0
Collyn Trembly,0.0,JR,RB/DL,#32,Emmetsburg,0,0
Bradyen Yates,0.0,SO,RB/LB,#36,Emmetsburg,0,0
Nick Lindley,0.0,JR,RB/DB,#11,Hinton,0,0
Dylan Bush,0.0,SR,RB/DL,#21,North Cedar,0,0
Henry Luttenegger,0.0,FR,RB/LB,#20,Mediapolis,0,0
Matt Condon,0.0,JR,WR/DB,#2,Manson-NW Webster,0,0
Parker Stender,0.0,SR,TE/LB,#9,Louisa-Muscatine,0,0
Carter Michalek,0.0,JR,WR/DB,#2,Montezuma,0,0
Lars Taylor,0.0,JR,TE/LB,#43,Montezuma,0,0
Nolan Staker,0.0,SO,P,#33,West Branch,0,0
Quinn Street,0.0,SO,WR/DB,#4,Osage,0,0
Josh Dostal,0.0,JR,TE/LB,#5,North Tama,0,0
Wyatt Throckmorton,0.0,SR,WR/LB,#23,Moravia,0,0
Jacksyn Hogrefe,0.0,SO,RB/DB,#26,Newell-Fonda,0,0
Trevor Tauber,0.0,SO,QB/S,#12,Newell-Fonda,0,0
Gabe Fierce,0.0,SO,RB/S,#21,Gilbert,0,0
Wyatt Pink,0.0,JR,RB/CB,#22,Gilbert,0,0
Michael Lechnir,0.0,JR,QB/LB,#15,West Marshall,0,0
Cade Tentinger,0.0,JR,RB/DB,#5,Remsen St. Mary's,0,0
Hayden Loftsgard,0.0,JR,WR/CB,#2,Tripoli,0,0
Jayden Nelson,0.0,JR,WR/LB,#8,LeMars,0,0
Beau Wadle,0.0,SR,RB/LB,#21,LeMars,0,0
Jami Sitzmann,0.0,SO,QB/DB,#11,LeMars,0,0
Braydon Hensley,0.0,JR,QB/CB,#13,Bedford,0,0
Adam Swaney,0.0,SO,RB/LB,#44,Bedford,0,0
John Deemer,0.0,FR,RB/LB,#28,Bedford,0,0
Nate Sampson,0.0,SR,WR/LB,#14,North Mahaska,0,0
Grady Jeppesen,0.0,SR,QB/DB,#4,Riverside,0,0
Ryder Meeks,0.0,FR,QB/LB,#2,Lisbon,0,0
Xavier Darrow,0.0,JR,LB/TE,#6,Atlantic,0,0
Cole Milks,0.0,SR,RB/S,#11,Winfield-Mt Union,0,0
Tyson Bennett,0.0,JR,RB/LB,#21,Dike-New Hartford,0,0
Jack Severson,0.0,JR,FB/LB,#31,Dike-New Hartford,0,0
Chance Christensen,0.0,SO,RB,#15,Riceville,0,0
Gunnar Smith,0.0,SO,QB,#6,Riceville,0,0
Casey Choate,0.0,SR,RB/DB,#7,Martensdale-St Marys,0,0
Cooper Oberbroeckling,0.0,SR,QB/S,#17,Martensdale-St Marys,0,0
Robert Brown,0.0,JR,RB/CB,#5,Pekin,0,0
Riley Smith,0.0,SO,QB/S,#2,Pekin,0,0
Blake Butters,0.0,JR,RB/LB,#23,Des Moines Lincoln,0,0
Jaxon Miller,0.0,SO,RB/LB,#28,Carlisle,0,0
Jax Thorne,0.0,SO,WR/CB,#14,North Butler,0,0
Tucker Pecha,0.0,FR,QB/LB,#10,North Butler,0,0
Peyton Knoll,0.0,FR,FB/LB,#43,North Butler,0,0
Ethan Gaul,0.0,JR,RB/LB,#34,Beckman Catholic,0,0
TJ Thier,0.0,SR,QB/DB,#2,Beckman Catholic,0,0
Isaac Hill,0.0,SO,OL/DL,#60,Springville,0,0
Kaleb Juull,0.0,SR,QB,#5,Valley,0,0
Landon Campbell,0.0,SO,RB,#12,Edgewood-Colesburg,0,0
Ethan Bridgewater,0.0,SO,RB/LB,#35,BGM,0,0
Dakota Heishman,0.0,JR,WR/DB,#8,BGM,0,0
Brady Brueck,0.0,SR,RB/DB,#84,Xavier,0,0
Trevor Phillips,0.0,SO,QB/LB,#12,Columbus,0,0
Elias Sorensen,0.0,SO,RB/WR,#13,West Monona,0,0
Dillon Woodward,0.0,SR,FB/LB,#18,West Monona,0,0
Braylon Van Gelder,0.0,JR,RB/LB,#5,MOC-Floyd Valley,0,0
Carson Meyer,0.0,JR,RB/CB,#5,West Lyon,0,0
Ethan Lindsey,0.0,JR,WR/CB,#1,South Hardin,0,0
Abraham Bell,0.0,JR,WR/CB,#12,Woodward-Granger,0,0
Rush Knudsen,0.0,JR,RB/DB,#3,Missouri Valley,0,0
Izreal Harper,0.0,JR,WR/S,#10,Davenport North,0,0
Joe Dewald,0.0,JR,RB/LB,#3,Westwood,0,0
Cael Moore,0.0,JR,TE/LB,#3,Williamsburg,0,0
Ty Cozad,0.0,SR,RB/LB,#24,Muscatine,0,0
Ethan McDonald,0.0,SR,RB/LB,#21,Indianola,0,0
Callan Messerich,0.0,SO,WR/DB,#6,Easton Valley,0,0
Tucker Franzen,0.0,SR,QB/DB,#10,Nashua-Plainfield,0,0
Tyler Zimmer,0.0,SO,RB/LB,#4,Nashua-Plainfield,0,0
Hudson Shull,0.0,SO,QB/WR,#18,ADM,0,0
Cameron Forgy,0.0,JR,RB,#25,ADM,0,0
Joseph Kitzinger,0.0,JR,RB,#35,ADM,0,0
Parker Stearns,0.0,SO,RB/LB,#34,Garner Hayfield Ventura,0,0
Carter Andrews,0.0,JR,WR/DB,#6,Center Point-Urbana,0,0
Tyler Bark,0.0,SR,RB/LB,#34,Center Point-Urbana,0,0
Wyatt Kelley,0.0,FR,RB/LB,#19,East Union,0,0
Jed Lake,0.0,SR,RB/S,#10,Logan-Magnolia,0,0
Max Wingert,0.0,FR,FB/LB,#23,Logan-Magnolia,0,0
Zack Ecuimates,0.0,SR,RB/CB,#1,Newman Catholic,0,0
Josh Lindsey,0.0,SO,WR/S,#36,Central City,0,0
Casen Evans,0.0,SR,RB/LB,#6,Washington,0,0
Alec Ulin,0.0,SR,RB/LB,#10,Washington,0,0
Dane Ballou,0.0,FR,QB/LB,#17,Midland,0,0
Bryer Jack,0.0,FR,QB/DB,#14,HLV,0,0
Sean McCulloch,0.0,FR,QB/DB,#24,HLV,0,0
William Weichert,0.0,SO,RB/DB,#10,Algona,0,0
Zach Goetzinger,0.0,SO,RB/DB,#20,Kee,0,0
Trey Cota,0.0,FR,QB/LB,#10,Kee,0,0
Noah Hendricks,0.0,SO,QB/DB,#14,South Central Calhoun,0,0
Caleb Juhl,0.0,JR,RB/DB,#6,South Central Calhoun,0,0
Jaxon Darby,0.0,FR,TE/CB,#17,Murray,0,0
Brandon Shinn,0.0,SR,WR/LB,#45,Centerville,0,0
Cole Miller,0.0,SR,RB/LB,#6,Carroll,0,0
Brayton Alford,0.0,SO,WR/DB,#1,Carroll,0,0
Brayden Alber,0.0,JR,FB/LB,#33,Cedar Rapids Kennedy,0,0
Nick Woods,0.0,SR,WR/DB,#2,Cedar Rapids Kennedy,0,0
Carter Crum,0.0,SR,QB/DB,#8,Central Springs,0,0
Beau Johnston,0.0,JR,RB/LB,#32,Southwest Valley,0,0
Cass Hoffman,0.0,SR,RB/LB,#4,Cascade,0,0
Ty Frasher,0.0,SR,WR/LB,#3,Cascade,0,0
Connor Deal,0.0,SO,WR/DB,#14,Lynnville-Sully,0,0
B.J Cooley,0.0,JR,WR/LB,#5,Clinton,0,0
Eli Stuchlik,0.0,SR,DB/WR,#11,Pocahontas Area,0,0
Erik Caperon,0.0,SR,WR/DB,#1,Iowa City West,0,0
Izaiah Loveless,0.0,SR,WR/DB,#5,Iowa City West,0,0
Mason Woods,0.0,JR,WR/DB,#19,Iowa City West,0,0
Marquise Rose,0.0,SR,RB,#20,Iowa City West,0,0
Treyton Travis,0.0,SR,WR/CB,#24,Baxter,0,0
Dallas Miller,0.0,JR,WR,#10,Iowa City Liberty,0,0
Graine Curtin,0.0,JR,LB/RB,#8,Waukon,0,0
Judah Johnson,0.0,JR,RB/DB,#7,Waukon,0,0
Brett Cook,0.0,FR,QB/DB,#15,Central Lee,0,0
Landon Price,0.0,JR,RB/DB,#4,Lake Mills,0,0
Jeremiah Jensen,0.0,JR,RB/LB,#21,Lake Mills,0,0
Keshawn Wyldon,0.0,SO,RB/DB,#9,Burlington,0,0
Anthony Eaton,0.0,JR,RB/LB,#5,Nevada,0,0
Kolton Keller,0.0,SR,WR/DB,#21,Saydel,0,0
Will Clark,0.0,SR,LB/RB,#32,Norwalk,0,0
Ben Peterson,0.0,SR,RB/DL,#20,Norwalk,0,0
Isaac Sutcliffe,0.0,SR,LB/WR,#10,Norwalk,0,0
James Hatlevig,0.0,SO,QB,#9,Norwalk,0,0
Gavin Dehmer,0.0,SO,LB/RB,#18,Norwalk,0,0
Keeten Chenet,0.0,FR,RB/LB,#26,Twin Cedars,0,0
Brody Greiner,0.0,JR,TE/DE,#40,Sigourney Keota,0,0
Cameron Casel,0.0,SO,WR/DB,#6,Bellevue,0,0
Keenan Kilburg,0.0,SO,RB/DB,#2,Bellevue,0,0
Quintin Pickett,0.0,SR,WR/LB,#18,Bellevue,0,0
James Hagen,0.0,JR,RB/LB,#24,Forest City,0,0
Bowen Tadlock,0.0,JR,RB/LB,#23,Winterset,0,0
Robert Palmer,0.0,JR,RB/LB,#29,North Scott,0,0
Chase Smith,0.0,JR,QB/S,#10,North Scott,0,0
Colton Voss,0.0,SR,WR/DB,#45,North Scott,0,0
Isaac Goettsch,0.0,SR,WR/CB,#14,Ridge View,0,0
Jacob Hoy,0.0,JR,WR/DB,#16,Grundy Center,0,0
Payton Longmeyer,0.0,SR,WR/DB,#7,Glenwood,0,0
Griffin Naderman,0.0,SR,WR/DB,#4,Tipton,0,0
Oakley Kruse,0.0,FR,WR/DB,#12,Tipton,0,0
Asher Molacek,0.0,SR,RB/DL,#99,Estherville Lincoln Central,0,0
James Richard,0.0,SO,RB/LB,#29,Estherville Lincoln Central,0,0
Aiden Swanson,0.0,SR,WR/DB,#2,Estherville Lincoln Central,0,0
Dylan Peta,0.0,JR,RB/LB,#7,Estherville Lincoln Central,0,0
Urijah Courter,0.0,FR,RB/DB,#10,Collins-Maxwell,0,0
Blaine Meyer,0.0,JR,DB/RB,#21,Davis County,0,0
Trey Rosenbeck,0.0,SR,TE/LB,#3,Coon Rapids-Bayard,0,0
Taeten Kollis,0.0,SR,OL/LB,#63,Western Christian,0,0
Caleb Seaba,0.0,JR,RB/LB,#21,Clarion-Goldfield-Dows,0,0
Kasen Hansen,0.0,JR,RB/DB,#44,Nodaway Valley,0,0
Keyin Steeve,0.0,SO,WR/LB,#12,Nodaway Valley,0,0
Jackson Joerger,0.0,FR,QB/LB,#09,Denver,0,0
AJ Harder,0.0,FR,QB/DB,#7,Tri-Center,0,0
Jiri Brodigan,0.0,SO,WR/LB,#32,East Mills,0,0
Drew Eilers,0.0,JR,WR/DL,#2,Gladbrook-Reinbeck,0,0
Manny Cameron,0.0,SO,WR/S,#5,MVAOCOU,0,0
Cammerin Palmer,0.0,SR,RB/DB,#32,Denison-Schleswig,0,0
Mason Gatchel,0.0,JR,QB/DB,#15,Ballard,0,0
Brody Sampson,0.0,SR,LB/RB,#18,Ballard,0,0
Beau Warg,0.0,SR,DL/OL,#54,Ballard,0,0
Wesley Evans,0.0,SR,QB/DB,#2,Waterloo West,0,0
Deztin McMurrin,0.0,SO,WR/LB,#4,Waterloo West,0,0
Keaton O'Neill,0.0,JR,RB/LB,#44,Assumption,0,0
Braylon Thomsen,0.0,JR,QB/DB,#6,Assumption,0,0
Rockne Carver,0.0,SR,K,#14,Urbandale,0,0
Kyland Johnson,0.0,SR,WR/DB,#26,Urbandale,0,0
Tytrell Mosley,0.0,SO,WR,#22,Fort Dodge,0,0
Jase Nekvinda,0.0,JR,QB,#13,Fort Dodge,0,0
Sam Fettkether,0.0,SR,OL/LB,#47,Central Elkader,0,0
Maxwell Mintle,0.0,SR,RB/LB,#27,Grinnell,0,0
Masen Fisher,0.0,SO,QB/DB,#2,Red Oak,0,0
Cade Klingensmith,0.0,SR,RB/LB,#25,Sergeant Bluff-Luton,0,0
LJ Nyenow jr.,0.0,SO,WR,#1,Cedar Rapids Jefferson,0,0
Wardley Phanord,0.0,SR,S/RB,#8,Cedar Rapids Jefferson,0,0
Jermaine Robinson,0.0,SO,WR,#7,Cedar Rapids Jefferson,0,0
Domonic Garcia,0.0,SO,WR/DB,#8,Lone Tree,0,0
Dominic Graap,0.0,SR,WR/DB,#19,Lone Tree,0,0
Mayson Hemsted,0.0,SO,WR/DB,#2,Lone Tree,0,0
Cade Sears,0.0,SR,WR,#14,Harlan Community,0,0
